	labels	sentence	index
152	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	It is observed in particular that nanoparticles enhance strongly lethal damage in DNA , with an efficiency factor close to 2 for double strand breaks .	20101074_s4
153	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In order to disentangle the effect of the nano-design architecture , a comparison with the effects of dispersed metal atoms at the same concentration has been performed .	20101074_s5
154	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	It is thus shown that the sensitization in nanoparticles is enhanced due to auto-amplified electronic cascades inside the nanoparticles , which reinforces the energy deposition in the close vicinity of the metal .	20101074_s6
156	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Over the past two decades , bioactive natural compounds have been shown to be a plausible adjunct to the treatment of breast cancer , the second leading cause of cancer death among American women .	21058195_s0
157	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study was designed to investigate the effects of ursolic acid ( UA ) , a pentacyclic triterpene found in many foods and herbs , in a model of postmenopausal breast cancer .	21058195_s1
159	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	After 3 wk , syngeneic MMTV-Wnt-1 mammary tumor cells were injected in the mammary fat pad , and mice continued on their respective diets for 5 more wk .	21058195_s3
160	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	All UA doses decreased tumor cell proliferation , as assessed by Ki67 immunostaining ; nevertheless , UA at 0.10% was most effective in inhibiting tumor take and decreasing tumor final tumor size .	21058195_s4
161	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]	Modulation of Akt/mTOR signaling and induction of apoptosis appeared to mediate these effects on tumor growth .	21058195_s5
163	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This study supports the potential of UA as an antitumorigenic agent .	21058195_s7
164	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	BACKGROUND : The immune system has been shown to play an important role in gastrointestinal stromal tumor ( GIST ) .	23054118_s0
165	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The neutrophil-to-lymphocyte ratio ( NLR ) in blood is an easily assessable parameter of systemic inflammatory response .	23054118_s1
166	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The aim of this study was to determine whether the NLR is prognostic in GIST .	23054118_s2
167	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS : A total of 339 previously untreated patients with primary , localized GIST operated at our institution between 1995 and 2010 were identified from a prospectively collected sarcoma database .	23054118_s3
168	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	NLR was assessed preoperatively .	23054118_s4
170	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Cox regression models were calculated and correlation analyses were performed .	23054118_s6
171	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RESULTS : On univariate analysis , NLR was associated with recurrence-free survival ( RFS ) ( P=0.003 , hazard ratio 3.3 , 95% confidence interval 1.5-7.4 ) .	23054118_s7
172	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Patients with a low NLR had a 1- and 5-year RFS of 98 and 91% , compared with 89 and 76% in those with a high NLR .	23054118_s8
173	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The median RFS was not reached .	23054118_s9
174	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Positive correlations were found between NLR and mitotic rate ( Pearson correlation coefficient [ r]=0.15 , P=0.03 ) , and NLR and tumor size ( r=0.36 , P=0.0001 ) .	23054118_s10
175	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	RFS in patients with a GIST>5cm with low NLR was significantly longer compared to patients with high NLR ( P=0.002 ) .	23054118_s11
176	[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Flow cytometry analysis of freshly obtained GISTs revealed that neutrophils constituted a minimal percentage of intratumoral immune cells .	23054118_s12
177	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CONCLUSIONS : NLR is a surrogate for high-risk tumor features .	23054118_s13
178	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	Elevated blood NLR appears to represent systemic inflammation in patients with high-risk GIST .	23054118_s14
179	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A fully intact immune system would be expected to hinder the efficacy of oncolytic virotherapy by inhibiting viral replication .	20016540_s0
180	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Simultaneously , however , it may also enhance antitumor therapy through initiation of proinflammatory , antiviral cytokine responses at the tumor site .	20016540_s1
182	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In this respect , injection of oncolytic vesicular stomatitis virus ( VSV ) into subcutaneous B16ova melanomas in C57Bl/6 mice leads to tumor regression , but it is not associated with viral replicative burst in the tumor .	20016540_s3
183	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]	In contrast , intratumoral delivery of VSV induces an acute proinflammatory reaction , which quickly resolves concomitantly with virus clearance .	20016540_s4
184	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Consistent with the hypothesis that therapy may not be dependent on the ability of VSV to undergo progressive rounds of replication , a single-cycle VSV is equally effective as a fully replication-competent VSV , whereas inactivated viruses do not generate therapy .	20016540_s5
185	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Even though therapy is dependent on host CD8+ and natural killer cells , these effects are not associated with interferon-gamma-dependent responses against either the virus or tumor .	20016540_s6
189	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Liver cancer ranks as the fifth most prevalent malignancy of all cancers worldwide .	22969849_s0
190	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	According to the principles of traditional Chinese medicine , liver Yin deficiency is a common clinical syndrome of liver cancer , and tonifying liver Yin is a common treatment method for liver cancer .	22969849_s1
191	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	However , no hepatocarcinoma-specific liver Yin tonifying formula has yet been established .	22969849_s2
192	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In the present study , we established a liver cancer-specific combination of herbs , which we term liver Yin tonifying formula ( LYTF ) .	22969849_s3
194	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	LYTF induces apoptosis in Bel-7402 cells , which is accompanied by activation of caspases-8 , -9 and -3 .	22969849_s5
195	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	Pan-caspase blocking completely abrogates LYTF-induced apoptosis and partially abrogates LYTF-induced proliferation inhibition .	22969849_s6
196	[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]	LYTF also induces cell senescence , as indicated by a large and flattened morphology , senescence-activated β-galactosidase-positive staining and G0/G1 cell cycle arrest , accompanied by the up-regulation of p16 and p21 and the down-regulation of retinoblastoma protein phosphorylation .	22969849_s7
197	[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]	These findings suggest that LYTF is effective in inhibiting the growth and survival of hepatocarcinoma cells through the induction of apoptosis and cell senescence .	22969849_s8
198	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our study also provides insight into traditional Chinese medicine methods used for the treatment of liver cancer .	22969849_s9
199	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We have recently proposed a new model of cancer metabolism to explain the role of aerobic glycolysis and L-lactate production in fueling tumor growth and metastasis .	22313602_s0
201	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	This , in turn , drives L-lactate secretion from cancer-associated fibroblasts .	22313602_s2
202	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Secreted L-lactate then fuels oxidative mitochondrial metabolism ( OXPHOS ) in epithelial cancer cells , by acting as a paracrine onco-metabolite .	22313602_s3
203	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"We have previously termed this type of two-compartment tumor metabolism the "" Reverse Warburg Effect, "" as aerobic glycolysis takes place in stromal fibroblasts , rather than epithelial cancer cells ."	22313602_s4
205	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	MCT4 expression is a functional marker of hypoxia , oxidative stress , aerobic glycolysis , and L-lactate efflux .	22313602_s6
206	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Remarkably , high stromal MCT4 levels ( score = 2 ) were specifically associated with decreased overall survival ( < 18% survival at 10 y post-diagnosis ) .	22313602_s7
207	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In contrast , patients with absent stromal MCT4 expression ( score = 0 ) , had 10-y survival rates of ( p-value < 10 ( -32 ) ) .	22313602_s8
208	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	High stromal levels of MCT4 were strictly correlated with a loss of stromal Cav-1 ( p-value < 10 ( -14 ) ) , a known marker of early tumor recurrence and metastasis .	22313602_s9
209	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	In fact , the combined use of stromal Cav-1 and stromal MCT4 allowed us to more precisely identify high-risk triple-negative breast cancer patients , consistent with the goal of individualized risk-assessment and personalized cancer treatment .	22313602_s10
210	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"However , epithelial MCT4 staining had no prognostic value , indicating that the "" conventional "" Warburg effect does not predict clinical outcome ."	22313602_s11
211	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	"Thus , the "" Reverse Warburg Effect "" or "" parasitic "" energy-transfer is a key determinant of poor overall patient survival ."	22313602_s12
212	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As MCT4 is a druggable-target , MCT4 inhibitors should be developed for the treatment of aggressive breast cancers , and possibly other types of human cancers .	22313602_s13
213	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Similarly , we discuss how stromal MCT4 could be used as a biomarker for identifying high-risk cancer patients that could likely benefit from treatment with FDA-approved drugs or existing MCT-inhibitors ( such as , AR-C155858 , AR-C117977 , and AZD-3965 ) .	22313602_s14
214	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mps one binder 1a ( MOB1A ) and MOB1B are key components of the Hippo signaling pathway and are mutated or inactivated in many human cancers .	23143302_s0
215	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Here we show that intact Mob1a or Mob1b is essential for murine embryogenesis and that loss of the remaining WT Mob1 allele in Mob1a(\u0394/\u0394)1b(tr/+) or Mob1a(\u0394/+)1b(tr/tr) mice results in tumor development .	23143302_s1
216	[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]	Because most of these cancers resembled trichilemmal carcinomas , we generated double-mutant mice bearing tamoxifen-inducible , keratinocyte-specific homozygous-null mutations of Mob1a and Mob1b ( kDKO mice). kDKO mice showed hyperplastic keratinocyte progenitors and defective keratinocyte terminal differentiation and soon died of malnutrition. kDKO keratinocytes exhibited hyperproliferation , apoptotic resistance , impaired contact inhibition , enhanced progenitor self renewal , and increased centrosomes .	23143302_s2
217	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Examination of Hippo pathway signaling in kDKO keratinocytes revealed that loss of Mob1a/b altered the activities of the downstream Hippo mediators LATS and YAP1 .	23143302_s3
218	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Similarly , YAP1 was activated in some human trichilemmal carcinomas , and some of these also exhibited MOB1A/1B inactivation .	23143302_s4
219	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Our results clearly demonstrate that MOB1A and MOB1B have overlapping functions in skin homeostasis , and exert their roles as tumor suppressors by regulating downstream elements of the Hippo pathway .	23143302_s5
220	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	OBJECTIVES/HYPOTHESIS Head and neck squamous cell carcinoma ( HNSCC ) is a complex disease process involving interactions with carcinoma-associated fibroblasts and endothelial cells .	22460537_s0
221	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	We further investigated these relationships by suppressing stromal cell growth through the inhibition of fibroblast growth factor receptor ( FGFR ) .	22460537_s1
222	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	STUDY DESIGN Preclinical investigation .	22460537_s2
223	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	METHODS HNSCC cell lines ( FADU , OSC19 , Cal27 , SCC1 , SCC5 , SCC22A ) , fibroblast ( HS27 ) , and endothelial cells ( human umbilical vascular endothelial cell ) were cultured individually or in coculture .	22460537_s3
224	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Proliferation was assessed following treatment with a range of physiologic concentrations of FGFR inhibitor PD173074 .	22460537_s4
225	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Mice bearing established HNSCC xenografts were treated with PD173074 ( 12 mg/kg ) , and tumor histology was analyzed for stromal composition , proliferation ( Ki67 staining ) , and apoptosis ( TUNEL [ terminal deoxynucleotidyl transferase dUTP nick end labeling ] staining ) .	22460537_s5
227	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	However , HNSCC cell proliferation was not affected by inhibition of FGFR .	22460537_s7
228	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	When cocultured with fibroblasts , HNSCC cells proliferation increased by 15% to 80% ( P < .01 ) .	22460537_s8
229	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Furthermore , this fibroblast-enhanced tumor cell growth was suppressed by FGFR inhibition .	22460537_s9
230	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Additionally , treatment of mice bearing HNSCC xenografts with PD173074 resulted in significant growth inhibition ( P < .001 ) .	22460537_s10
231	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]	Additionally , those tumors from mice treated with PD173074 had a smaller stromal component , decreased proliferation , and increased apoptosis .	22460537_s11
233	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	There are contradictory observations about the different radiosensitivities of cancer stem cells and cancer non-stem cells .	23185620_s0
234	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To resolve these contradictory observations , we studied radiosensitivities by employing breast cancer stem cell ( CSC)-like MDA-MB231 and MDA-MB453 cells as well as their corresponding non-stem cells .	23185620_s1
235	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	CSC-like cells proliferate without differentiating and have characteristics of tumor-initiating cells [ 1 ] .	23185620_s2
236	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	These cells were exposed to \u03b3-rays ( 1.25-8.75 Gy ) and survival curves were determined by colony formation .	23185620_s3
237	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	A final slope , D(0) , of the survival curve for each cell line was determined to measure radiosensitivity .	23185620_s4
239	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Similar results were observed in MDA-MB-231 cells ( 0.94 Gy vs. 1.56 Gy ) .	23185620_s6
240	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	After determination of radiosensitivity , we investigated intrinsic cellular determinants which influence radiosensitivity including cell cycle distribution , free-radical scavengers and DNA repair .	23185620_s7
241	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	We observed that even though cell cycle status and antioxidant content may contribute to differential radiosensitivity , differential DNA repair capacity may be a greater determinant of radiosensitivity .	23185620_s8
242	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	Unlike non-stem cells , CSC-like cells have little/no sublethal damage repair , a low intracellular level of ataxia telangiectasia mutated ( ATM ) and delay of \u03b3-H2AX foci removal ( DNA strand break repair ) .	23185620_s9
243	[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]	These results suggest that low DNA repair capacity is responsible for the high radiosensitivity of these CSC-like cells .	23185620_s10
244	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	Hormone replacement therapy , which is a common menopausal treatment , is contraindicated in women with breast cancers due to concerns regarding the potential for breast cell proliferation .	12408370_s0
245	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	As such , there is a need for alternative methods for treating menopausal symptoms .	12408370_s1
246	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	To determine the influence of one such alternative , black cohosh ( Cimicifuga racemosa [ CR] ) , on estrogen-dependent mammary cancers , we conducted an in vitro investigation of the effect of an isopropanolic CR-extract on the proliferation of estrogen receptor-positive breast cancer cells .	12408370_s2
247	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The experiments were performed using the human breast adenocarcinoma ( MCF-7 ) cell test system , an established in vitro model for estrogen-dependent tumors .	12408370_s3
248	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]	The influence of CR-extract on the proliferation of the MCF-7 cells was determined by measuring the incorporation of radioactively labeled thymidine .	12408370_s4
249	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Under estrogen-deprived conditions , the CR-extract ( 10(-3)-10(-5) dilutions ) significantly inhibited MCF-7 cell proliferation .	12408370_s5
250	[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]	Additionally , application of the CR-extract inhibited estrogen-induced proliferation of MCF-7 cells .	12408370_s6
